,f1,f2,f3,f4,f5,Disease
0,0.14263113024072538,0.02273615154781093,9.887817043993143,0.9451862562902188,419.5064450766068,Apple Scab Leaf
1,0.2051266799217301,0.02189018113366916,8.050496384495231,0.9467319040419025,221.57225344680256,Apple Scab Leaf
2,0.37176189262111936,0.054704128452737553,7.309903729015136,0.9410092872003964,284.9780517704021,Apple Scab Leaf
3,0.6352106045728091,0.18685449277154514,4.3648237086503645,0.9702922325065841,147.5669616429856,Apple Scab Leaf
4,0.24638199754530604,0.022288656156065668,5.264522588014357,0.9647183560095577,74.31841448768667,Apple Scab Leaf
5,0.38814718933142484,0.33060502153722787,13.651165843354566,0.9170902314739244,576.6065970449027,Apple Scab Leaf
6,0.1962622173596062,0.10381625001665543,18.010648750647135,0.8374554281568396,1399.3826518754472,Apple Scab Leaf
7,0.26574650591064886,0.02889000378597846,5.181040532763932,0.9715108815270522,91.77885166701638,Apple Scab Leaf
8,0.09306332156759572,0.013064742649971445,16.051385545402255,0.8687608899120207,707.9934282488737,Apple Scab Leaf
9,0.18891304713634494,0.0170576961110782,9.12316440782438,0.9448099523711295,222.77329891079108,Apple Scab Leaf
10,0.19233292301641688,0.0150815365836177,9.143291962312828,0.9292062855771958,317.05897900143975,Blight
11,0.3338256825310166,0.044839783055418206,3.986593819277369,0.9897342632348558,58.7738243176037,Blight
12,0.18410071548384715,0.015077653224739189,10.759329456607116,0.9381811782010303,379.9988413419187,Blight
13,0.12815178326492818,0.011987889480963772,12.978792538706164,0.9348176444072404,460.1692949302813,Blight
14,0.08116890248266544,0.010939284933891454,19.922514802371452,0.7584797063857424,829.1126603615684,Blight
15,0.21127694875728914,0.023941318068892284,8.960440336503897,0.8047471473728479,229.84612566313746,Blight
16,0.22115040961606583,0.0298041139513916,9.059049551012661,0.7261774648741743,249.80311438042588,Blight
17,0.11714048409988123,0.014685558351961786,13.042718469502415,0.800192282567515,375.3267027851471,Blight
18,0.22863173034036774,0.03360871362158364,7.520103147736681,0.8414001975810341,163.99339888925272,Blight
19,0.10207309692760438,0.012974123296899665,13.156824099256049,0.8629603753961745,339.60880028240786,Blight
20,0.18163394834351163,0.017958134410926644,9.830423114111687,0.9134778909552548,269.49608891414937,Blight
21,0.05572186533767939,0.01103866753204894,20.724725381379915,0.6564502731147618,792.0597277386812,Blight
22,0.13644170503785896,0.02247843800893905,9.724798570317198,0.752796104108846,205.41630659880173,Blight
23,0.09679392135463644,0.012982846223979046,12.783410735303901,0.8856996550336632,319.1773738079701,Blight
24,0.15126360776918044,0.021667599513189965,9.213143893126873,0.9531680314954838,262.4569794270682,Blight
25,0.15746240449245727,0.01904551795956281,10.019730738476396,0.8338775330268257,231.2403739382875,Blight
26,0.11603637936773516,0.014512150726897691,13.863617322229894,0.8388812276124846,424.37924269144645,Blight
27,0.12433463353768233,0.012543077545395947,14.727756426563593,0.8576403738790905,496.4618536622509,Blight
28,0.1329431057776481,0.014722502224166482,13.334584697557984,0.8592361185482578,401.87763413677936,Blight
29,0.08854098465280773,0.014174109068389597,16.765234781983622,0.6328036159440755,574.8824066244974,Blight
30,0.13500228186498994,0.020720229350078265,9.62232728182339,0.9022336776627786,236.05366042949467,Blight
31,0.11538198995448593,0.015581837422216974,13.161912567834031,0.7939792982968275,355.3118611063354,Blight
32,0.17111448300296772,0.023704553039722485,9.15931132761841,0.849627076289858,227.08971668636806,Blight
33,0.10278130854777125,0.013193623121835361,15.22459431733737,0.7780308110476246,535.5584812305875,Blight
34,0.11072987823694068,0.01718830320400386,13.16247793653206,0.7460152226611457,349.00158409846364,Blight
35,0.19513349579397218,0.014476471769944982,7.999990719938931,0.9738781338649596,184.66440988623555,Blight
36,0.10990254298300518,0.01764575969205284,11.580214820362109,0.7781438832123925,276.37871760401,Blight
37,0.09962596925534407,0.01585828257206512,13.407197831867798,0.7371834663228254,398.1650182366945,Blight
38,0.13168143690060724,0.018526000255961496,10.825949935238794,0.8429900951369079,252.28528422107138,Blight
39,0.07580173603724334,0.010714591643546472,19.909006279178435,0.7205380801003572,833.9894349158634,Blight
40,0.1567884133053939,0.027301414574479398,11.599522224365556,0.7242899678822426,349.067463058582,Blight
41,0.15371917943373894,0.02010935759927847,12.097030356161506,0.7925461892936575,374.2056549792076,Blight
